post_id,title,url,seo_score,rm_seo_score,focus_keyword_status,focus_keyword,seo_title_status,seo_title,meta_desc_status,title_length,meta_desc_length,images_without_alt,total_images,internal_link_count,h2_count,word_count,issues,remediation_actions,suggested_meta_desc
5469,Dog Toy Rotation: How to Keep Your Dog Interested and Engaged,https://pethubonline.com/dog-toy-rotation-guide/,96,0,SET,dog toy rotation,SET,Dog Toy Rotation: How to Keep Your Dog Interested and,SET,61,149,0,5,32,15,4477,Title length 61 (ideal 50-60),Shorten title (-1 chars),
4328,Best Self-Cleaning Litter Trays UK (2026) – Automatic Options,https://pethubonline.com/best-self-cleaning-litter-trays-uk/,96,0,SET,self-cleaning litter trays,SET,Best Self-Cleaning Litter Trays UK – Automatic Options,SET,61,141,0,8,21,15,4134,Title length 61 (ideal 50-60),Shorten title (-1 chars),
4110,Best Dog Joint Supplements UK (2026) – Mobility Support Guide,https://pethubonline.com/best-dog-joint-supplements-uk/,96,0,SET,dog joint supplements,SET,Best Dog Joint Supplements UK – Mobility Support Guide,SET,61,137,0,8,23,17,4878,Title length 61 (ideal 50-60),Shorten title (-1 chars),
4011,Best Cooling Dog Beds UK (2026) – Temperature Regulation Guide,https://pethubonline.com/best-cooling-dog-beds-uk/,96,0,SET,cooling dog beds,SET,Best Cooling Dog Beds UK – Temperature Regulation Guide,SET,62,137,0,3,22,16,4646,Title length 62 (ideal 50-60),Shorten title (-2 chars),
3959,Best Interactive Dog Toys UK (2026) – Puzzle & Enrichment Guide,https://pethubonline.com/best-interactive-dog-toys-uk/,96,0,SET,interactive dog toys,SET,Best Interactive Dog Toys UK – Puzzle & Enrichment Guide,SET,63,154,0,3,23,17,4922,Title length 63 (ideal 50-60),Shorten title (-3 chars),
3957,Best Indestructible Dog Toys UK (2026) – Tough Toys for Heavy Chewers,https://pethubonline.com/best-indestructible-dog-toys-uk/,96,0,SET,indestructible dog toys,SET,Best Indestructible Dog Toys UK – Tough Toys for Heavy,SET,69,142,0,8,23,19,5207,Title length 69 (ideal 50-60),Shorten title (-9 chars),
3,Dog Toys UK (2026) – Essential Guide for Pet Owners,https://pethubonline.com/top-dog-toys-every-pet-owner-needs-in-2026/,96,71,SET,dog toys,SET,Test Title Check,SET,51,51,0,5,167,19,6405,Meta desc length 51 (ideal 120-160),Rewrite meta description to 120-160 chars,
7338,Puppy-Proofing Your Home: A Room-by-Room Safety Guide,https://pethubonline.com/puppy-proofing-home-safety-guide/,98,0,SET,puppy-proofing your home,SET,Puppy-Proofing Your Home: A Room-by-Room Safety Guide - Pet Hub Online,SET,53,118,0,4,26,12,4343,Meta desc length 118 (ideal 120-160),Adjust meta description length to 120-160 chars,
7343,Indoor Cat Safety: Common Household Hazards for Cats,https://pethubonline.com/indoor-cat-safety-household-hazards/,100,0,SET,indoor cat safety,SET,Indoor Cat Safety: Common Household Hazards for Cats - Pet Hub Online,SET,52,147,0,5,21,16,3777,None,None needed,
7339,Puppy Sleep Guide: How Much Sleep Puppies Need by Age,https://pethubonline.com/puppy-sleep-guide-by-age/,100,0,SET,puppy sleep guide,SET,Puppy Sleep Guide: How Much Sleep Puppies Need by Age - Pet Hub Online,SET,53,136,0,4,26,13,4506,None,None needed,
7337,Puppy Vaccination Schedule UK: What to Expect and When,https://pethubonline.com/puppy-vaccination-schedule-uk/,100,0,SET,puppy vaccination schedule,SET,Puppy Vaccination Schedule UK: What to Expect and When - Pet Hub Online,SET,54,147,0,5,16,14,4982,None,None needed,
